1, 3, 2717, 20, 61, 2815
10, 3, 2717, 20, 61, 2815
100, 3, 2717, 20, 61, 2815
1000, 3, 2717, 21, 61, 2815
101, 3, 2717, 20, 61, 2815
102, 3, 2717, 20, 61, 2815
103, 3, 2717, 20, 61, 2815
104, 3, 2717, 20, 61, 2815
105, 3, 2717, 20, 61, 2815
106, 3, 2717, 20, 61, 2815
107, 3, 2717, 20, 61, 2815
108, 3, 2717, 20, 61, 2815
109, 3, 2717, 20, 61, 2815
11, 3, 2717, 20, 61, 2815
110, 3, 2717, 20, 61, 2815
111, 3, 2717, 20, 61, 2815
112, 3, 2717, 20, 61, 2815
113, 3, 2717, 20, 61, 2815
114, 3, 2717, 20, 61, 2815
115, 3, 2717, 20, 61, 2815
116, 3, 2717, 20, 61, 2815
117, 3, 2717, 20, 61, 2815
118, 3, 2717, 20, 61, 2815
119, 3, 2717, 20, 61, 2815
12, 3, 2717, 20, 61, 2815
120, 3, 2717, 20, 61, 2815
121, 3, 2717, 20, 61, 2815
122, 3, 2717, 20, 61, 2815
123, 3, 2717, 20, 61, 2815
124, 3, 2717, 20, 61, 2815
125, 3, 2717, 20, 61, 2815
126, 3, 2717, 20, 61, 2815
127, 3, 2717, 20, 61, 2815
128, 3, 2717, 20, 61, 2815
129, 3, 2717, 20, 61, 2815
13, 3, 2717, 20, 61, 2815
130, 3, 2717, 20, 61, 2815
131, 3, 2717, 20, 61, 2815
132, 3, 2717, 20, 61, 2815
133, 3, 2717, 20, 61, 2815
134, 3, 2717, 20, 61, 2815
135, 3, 2717, 20, 61, 2815
136, 3, 2717, 20, 61, 2815
137, 3, 2717, 20, 61, 2815
138, 3, 2717, 20, 61, 2815
139, 3, 2717, 20, 61, 2815
14, 3, 2717, 20, 61, 2815
140, 3, 2717, 20, 61, 2815
141, 3, 2717, 20, 61, 2815
142, 3, 2717, 20, 61, 2815
143, 3, 2717, 20, 61, 2815
144, 3, 2717, 20, 61, 2815
145, 3, 2717, 20, 61, 2815
146, 3, 2717, 20, 61, 2815
147, 3, 2717, 20, 61, 2815
148, 3, 2717, 20, 61, 2815
149, 3, 2717, 20, 61, 2815
15, 3, 2717, 20, 61, 2815
150, 3, 2717, 20, 61, 2815
151, 3, 2717, 20, 61, 2815
152, 3, 2717, 20, 61, 2815
153, 3, 2717, 20, 61, 2815
154, 3, 2717, 20, 61, 2815
155, 3, 2717, 20, 61, 2815
156, 3, 2717, 20, 61, 2815
157, 3, 2717, 20, 61, 2815
158, 3, 2717, 20, 61, 2815
159, 3, 2717, 20, 61, 2815
16, 3, 2717, 20, 61, 2815
160, 3, 2717, 20, 61, 2815
161, 3, 2717, 20, 61, 2815
162, 3, 2717, 20, 61, 2815
163, 3, 2717, 20, 61, 2815
164, 3, 2717, 20, 61, 2815
165, 3, 2717, 20, 61, 2815
166, 3, 2717, 20, 61, 2815
167, 3, 2717, 20, 61, 2815
168, 3, 2717, 20, 61, 2815
169, 3, 2717, 20, 61, 2815
17, 3, 2717, 20, 61, 2815
170, 3, 2717, 20, 61, 2815
171, 3, 2717, 20, 61, 2815
172, 3, 2717, 20, 61, 2815
173, 3, 2717, 20, 61, 2815
174, 3, 2717, 20, 61, 2815
175, 3, 2717, 20, 61, 2815
176, 3, 2717, 20, 61, 2815
177, 3, 2717, 20, 61, 2815
178, 3, 2717, 20, 61, 2815
179, 3, 2717, 20, 61, 2815
18, 3, 2717, 20, 61, 2815
180, 3, 2717, 20, 61, 2815
181, 3, 2717, 20, 61, 2815
182, 3, 2717, 20, 61, 2815
183, 3, 2717, 20, 61, 2815
184, 3, 2717, 20, 61, 2815
185, 3, 2717, 20, 61, 2815
186, 3, 2717, 20, 61, 2815
187, 3, 2717, 20, 61, 2815
188, 3, 2717, 20, 61, 2815
189, 3, 2717, 20, 61, 2815
19, 3, 2717, 20, 61, 2815
190, 3, 2717, 20, 61, 2815
191, 3, 2717, 20, 61, 2815
192, 3, 2717, 20, 61, 2815
193, 3, 2717, 20, 61, 2815
194, 3, 2717, 20, 61, 2815
195, 3, 2717, 20, 61, 2815
196, 3, 2717, 20, 61, 2815
197, 3, 2717, 20, 61, 2815
198, 3, 2717, 20, 61, 2815
199, 3, 2717, 20, 61, 2815
2, 3, 2717, 20, 61, 2815
20, 3, 2717, 20, 61, 2815
200, 3, 2717, 20, 61, 2815
201, 3, 2717, 20, 61, 2815
202, 3, 2717, 20, 61, 2815
203, 3, 2717, 20, 61, 2815
204, 3, 2717, 20, 61, 2815
205, 3, 2717, 20, 61, 2815
